,hour,missing_site,actual,prediction
0,2023-06-10 10:00:00,Evergreen,26.0,31.582578659058
1,2023-06-10 10:00:00,Idaho Springs,42.0,44.224472045898
2,2023-06-10 10:00:00,Five Points,31.0,20.339700698853
3,2023-06-10 10:00:00,Welby,15.0,16.884208679199
4,2023-06-10 10:00:00,Highlands Ranch,39.0,31.527675628662
5,2023-06-10 10:00:00,Rocky Flats,43.0,36.924049377441
6,2023-06-10 10:00:00,Boulder,30.0,28.454843521118
7,2023-06-10 10:00:00,Chatfield Reservoir,27.0,28.829484939575
8,2023-06-10 10:00:00,Sunnyside,19.0,19.169054031372
9,2023-06-10 10:00:00,East Plains,39.0,33.012943267822
10,2023-06-10 10:00:00,South Table,40.0,35.655353546143
11,2023-06-10 11:00:00,Evergreen,22.0,31.952474594116
12,2023-06-10 11:00:00,Idaho Springs,43.0,43.524200439453
13,2023-06-10 11:00:00,Five Points,25.0,20.765323638916
14,2023-06-10 11:00:00,Welby,8.0,17.169107437134
15,2023-06-10 11:00:00,Highlands Ranch,34.0,32.734008789062
16,2023-06-10 11:00:00,Rocky Flats,44.0,35.088394165039
17,2023-06-10 11:00:00,Boulder,32.0,27.225395202637
18,2023-06-10 11:00:00,Chatfield Reservoir,30.0,29.90315246582
19,2023-06-10 11:00:00,Sunnyside,19.0,19.830787658691
20,2023-06-10 11:00:00,East Plains,36.0,33.352935791016
21,2023-06-10 11:00:00,South Table,39.0,33.91011428833
22,2023-06-10 12:00:00,Evergreen,21.0,33.372276306152
23,2023-06-10 12:00:00,Idaho Springs,42.0,43.101684570312
24,2023-06-10 12:00:00,Five Points,22.0,19.19075012207
25,2023-06-10 12:00:00,Welby,9.0,15.290174484253
26,2023-06-10 12:00:00,Highlands Ranch,31.0,33.431358337402
27,2023-06-10 12:00:00,Rocky Flats,45.0,35.323371887207
28,2023-06-10 12:00:00,Boulder,31.0,27.150968551636
29,2023-06-10 12:00:00,Chatfield Reservoir,26.0,30.243381500244
30,2023-06-10 12:00:00,Sunnyside,22.0,17.482027053833
31,2023-06-10 12:00:00,East Plains,39.0,34.408123016357
32,2023-06-10 12:00:00,South Table,38.0,33.962379455566
33,2023-06-10 13:00:00,Evergreen,25.0,33.909156799316
34,2023-06-10 13:00:00,Idaho Springs,46.0,43.46955871582
35,2023-06-10 13:00:00,Five Points,19.0,20.289772033691
36,2023-06-10 13:00:00,Welby,19.0,18.299503326416
37,2023-06-10 13:00:00,Highlands Ranch,31.0,34.831031799316
38,2023-06-10 13:00:00,Rocky Flats,45.0,37.534568786621
39,2023-06-10 13:00:00,Boulder,29.0,29.590801239014
40,2023-06-10 13:00:00,Chatfield Reservoir,29.0,33.393058776855
41,2023-06-10 13:00:00,Sunnyside,18.0,19.712579727173
42,2023-06-10 13:00:00,East Plains,39.0,36.30553817749
43,2023-06-10 13:00:00,South Table,40.0,35.950222015381
44,2023-06-10 14:00:00,Evergreen,37.0,38.658164978027
45,2023-06-10 14:00:00,Idaho Springs,54.0,45.102344512939
46,2023-06-10 14:00:00,Five Points,31.0,29.564485549927
47,2023-06-10 14:00:00,Welby,32.0,27.876493453979
48,2023-06-10 14:00:00,Highlands Ranch,39.0,40.373695373535
49,2023-06-10 14:00:00,Rocky Flats,55.0,43.655982971191
50,2023-06-10 14:00:00,Boulder,35.0,37.70435333252
51,2023-06-10 14:00:00,Chatfield Reservoir,37.0,39.351055145264
52,2023-06-10 14:00:00,Sunnyside,28.0,29.850183486938
53,2023-06-10 14:00:00,East Plains,40.0,43.112155914307
54,2023-06-10 14:00:00,South Table,49.0,42.36519241333
55,2023-06-10 15:00:00,Evergreen,50.0,43.75972366333
56,2023-06-10 15:00:00,Idaho Springs,56.0,47.489002227783
57,2023-06-10 15:00:00,Five Points,37.0,35.741832733154
58,2023-06-10 15:00:00,Welby,42.0,35.839092254639
59,2023-06-10 15:00:00,Highlands Ranch,47.0,44.674770355225
60,2023-06-10 15:00:00,Rocky Flats,52.0,46.46529006958
61,2023-06-10 15:00:00,Boulder,44.0,42.881332397461
62,2023-06-10 15:00:00,Chatfield Reservoir,45.0,43.722282409668
63,2023-06-10 15:00:00,Sunnyside,40.0,36.515079498291
64,2023-06-10 15:00:00,East Plains,43.0,46.20291519165
65,2023-06-10 15:00:00,South Table,53.0,46.982238769531
66,2023-06-10 16:00:00,Evergreen,56.0,46.968116760254
67,2023-06-10 16:00:00,Idaho Springs,56.0,50.532241821289
68,2023-06-10 16:00:00,Five Points,47.0,40.097206115723
69,2023-06-10 16:00:00,Welby,49.0,42.198253631592
70,2023-06-10 16:00:00,Highlands Ranch,53.0,48.457927703857
71,2023-06-10 16:00:00,Rocky Flats,59.0,49.925579071045
72,2023-06-10 16:00:00,Boulder,48.0,45.359230041504
73,2023-06-10 16:00:00,Chatfield Reservoir,54.0,48.287063598633
74,2023-06-10 16:00:00,Sunnyside,52.0,41.080551147461
75,2023-06-10 16:00:00,East Plains,57.0,49.536098480225
76,2023-06-10 16:00:00,South Table,52.0,51.088333129883
77,2023-06-10 17:00:00,Evergreen,59.0,48.214149475098
78,2023-06-10 17:00:00,Idaho Springs,55.0,51.882598876953
79,2023-06-10 17:00:00,Five Points,56.0,46.381790161133
80,2023-06-10 17:00:00,Welby,58.0,48.096881866455
81,2023-06-10 17:00:00,Highlands Ranch,59.0,53.425304412842
82,2023-06-10 17:00:00,Rocky Flats,62.0,54.443508148193
83,2023-06-10 17:00:00,Boulder,55.0,49.041522979736
84,2023-06-10 17:00:00,Chatfield Reservoir,62.0,52.981472015381
85,2023-06-10 17:00:00,Sunnyside,60.0,47.583641052246
86,2023-06-10 17:00:00,East Plains,63.0,55.434532165527
87,2023-06-10 17:00:00,South Table,60.0,55.198707580566
